cement,slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age,compressive_strength,water_cement_ratio,water_binder_ratio,slag_replacement_ratio,fly_ash_replacement_ratio,aggregate_paste_ratio,fine_to_coarse_ratio,total_binder,supplementary_replacement_ratio,superplasticizer_binder_ratio,paste_volume_proxy,log_age,cement_age_interaction,binder_age_interaction,water_binder_age
198.6,132.4,0.0,192.0,0.0,978.4,825.5,90,38.07,0.9667673716012085,0.5800604229607251,0.4,0.0,3.4491395793499047,0.8437244480784956,331.0,0.4,0.0,523.0,4.51085950651685,895.8566979942464,1493.0944966570773,0.12859199496741372
198.6,132.4,0.0,192.0,0.0,978.4,825.5,28,28.02,0.9667673716012085,0.5800604229607251,0.4,0.0,3.4491395793499047,0.8437244480784956,331.0,0.4,0.0,523.0,3.367295829986474,668.7449518353137,1114.574919725523,0.17226298259724188
427.5,47.5,0.0,228.0,0.0,932.0,594.0,270,43.01,0.5333333333333333,0.48,0.1,0.0,2.170697012802276,0.6373390557939914,475.0,0.1,0.0,703.0,5.602118820879701,2394.905795926072,2661.006439917858,0.08568186704840822
190.0,190.0,0.0,228.0,0.0,932.0,670.0,90,42.33,1.2,0.6,0.5,0.0,2.6348684210526314,0.7188841201716738,380.0,0.5,0.0,608.0,4.51085950651685,857.0633062382014,1714.126612476403,0.13301234479441856
304.0,76.0,0.0,228.0,0.0,932.0,670.0,28,47.81,0.75,0.6,0.2,0.0,2.6348684210526314,0.7188841201716738,380.0,0.2,0.0,608.0,3.367295829986474,1023.6579323158882,1279.5724153948602,0.17818452262402204
380.0,0.0,0.0,228.0,0.0,932.0,670.0,90,52.91,0.6,0.6,0.0,0.0,2.6348684210526314,0.7188841201716738,380.0,0.0,0.0,608.0,4.51085950651685,1714.126612476403,1714.126612476403,0.13301234479441856
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,90,39.36,1.3753581661891119,0.5501432664756447,0.6,0.0,3.4268022181146027,0.7706781279847182,349.0,0.6,0.0,541.0,4.51085950651685,629.7159871097522,1574.2899677743806,0.12195974307797691
342.0,38.0,0.0,228.0,0.0,932.0,670.0,365,56.14,0.6666666666666666,0.6,0.1,0.0,2.6348684210526314,0.7188841201716738,380.0,0.1,0.0,608.0,5.902633333401366,2018.700600023267,2243.000666692519,0.10164954624654834
380.0,95.0,0.0,228.0,0.0,932.0,594.0,90,40.56,0.6,0.48,0.2,0.0,2.170697012802276,0.6373390557939914,475.0,0.2,0.0,703.0,4.51085950651685,1714.126612476403,2142.6582655955035,0.10640987583553485
475.0,0.0,0.0,228.0,0.0,932.0,594.0,180,42.62,0.48,0.48,0.0,0.0,2.170697012802276,0.6373390557939914,475.0,0.0,0.0,703.0,5.198497031265826,2469.286089851267,2469.286089851267,0.09233437993964204
427.5,47.5,0.0,228.0,0.0,932.0,594.0,180,41.84,0.5333333333333333,0.48,0.1,0.0,2.170697012802276,0.6373390557939914,475.0,0.1,0.0,703.0,5.198497031265826,2222.3574808661406,2469.286089851267,0.09233437993964204
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,28,28.24,1.3753581661891119,0.5501432664756447,0.6,0.0,3.4268022181146027,0.7706781279847182,349.0,0.6,0.0,541.0,3.367295829986474,470.07449786611176,1175.1862446652794,0.1633783588529715
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,3,8.06,1.3753581661891119,0.5501432664756447,0.6,0.0,3.4268022181146027,0.7706781279847182,349.0,0.6,0.0,541.0,1.3862943611198906,193.5266928123367,483.8167320308418,0.39684448116143406
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,180,44.21,1.3753581661891119,0.5501432664756447,0.6,0.0,3.4268022181146027,0.7706781279847182,349.0,0.6,0.0,541.0,5.198497031265826,725.7101855647093,1814.2754639117734,0.10582736955832898
380.0,0.0,0.0,228.0,0.0,932.0,670.0,365,52.52,0.6,0.6,0.0,0.0,2.6348684210526314,0.7188841201716738,380.0,0.0,0.0,608.0,5.902633333401366,2243.000666692519,2243.000666692519,0.10164954624654834
380.0,0.0,0.0,228.0,0.0,932.0,670.0,270,53.3,0.6,0.6,0.0,0.0,2.6348684210526314,0.7188841201716738,380.0,0.0,0.0,608.0,5.602118820879701,2128.805151934286,2128.805151934286,0.10710233381051028
380.0,95.0,0.0,228.0,0.0,932.0,594.0,270,41.15,0.6,0.48,0.2,0.0,2.170697012802276,0.6373390557939914,475.0,0.2,0.0,703.0,5.602118820879701,2128.805151934286,2661.006439917858,0.08568186704840822
342.0,38.0,0.0,228.0,0.0,932.0,670.0,180,52.12,0.6666666666666666,0.6,0.1,0.0,2.6348684210526314,0.7188841201716738,380.0,0.1,0.0,608.0,5.198497031265826,1777.8859846929124,1975.428871881014,0.11541797492455255
427.5,47.5,0.0,228.0,0.0,932.0,594.0,28,37.43,0.5333333333333333,0.48,0.1,0.0,2.170697012802276,0.6373390557939914,475.0,0.1,0.0,703.0,3.367295829986474,1439.5189673192176,1599.4655192435753,0.14254761809921762
475.0,0.0,0.0,228.0,0.0,932.0,594.0,7,38.6,0.48,0.48,0.0,0.0,2.170697012802276,0.6373390557939914,475.0,0.0,0.0,703.0,2.0794415416798357,987.7347322979219,987.7347322979219,0.23083120654223416
304.0,76.0,0.0,228.0,0.0,932.0,670.0,365,55.26,0.75,0.6,0.2,0.0,2.6348684210526314,0.7188841201716738,380.0,0.2,0.0,608.0,5.902633333401366,1794.4005333540151,2243.000666692519,0.10164954624654834
266.0,114.0,0.0,228.0,0.0,932.0,670.0,365,52.91,0.8571428571428571,0.6,0.3,0.0,2.6348684210526314,0.7188841201716738,380.0,0.3,0.0,608.0,5.902633333401366,1570.1004666847634,2243.000666692519,0.10164954624654834
198.6,132.4,0.0,192.0,0.0,978.4,825.5,180,41.72,0.9667673716012085,0.5800604229607251,0.4,0.0,3.4491395793499047,0.8437244480784956,331.0,0.4,0.0,523.0,5.198497031265826,1032.421510409393,1720.7025173489885,0.11158233225334387
475.0,0.0,0.0,228.0,0.0,932.0,594.0,270,42.13,0.48,0.48,0.0,0.0,2.170697012802276,0.6373390557939914,475.0,0.0,0.0,703.0,5.602118820879701,2661.006439917858,2661.006439917858,0.08568186704840822
190.0,190.0,0.0,228.0,0.0,932.0,670.0,365,53.69,1.2,0.6,0.5,0.0,2.6348684210526314,0.7188841201716738,380.0,0.5,0.0,608.0,5.902633333401366,1121.5003333462596,2243.000666692519,0.10164954624654834
237.5,237.5,0.0,228.0,0.0,932.0,594.0,270,38.41,0.96,0.48,0.5,0.0,2.170697012802276,0.6373390557939914,475.0,0.5,0.0,703.0,5.602118820879701,1330.503219958929,2661.006439917858,0.08568186704840822
237.5,237.5,0.0,228.0,0.0,932.0,594.0,28,30.08,0.96,0.48,0.5,0.0,2.170697012802276,0.6373390557939914,475.0,0.5,0.0,703.0,3.367295829986474,799.7327596217876,1599.4655192435753,0.14254761809921762
332.5,142.5,0.0,228.0,0.0,932.0,594.0,90,37.72,0.6857142857142857,0.48,0.3,0.0,2.170697012802276,0.6373390557939914,475.0,0.3,0.0,703.0,4.51085950651685,1499.8607859168526,2142.6582655955035,0.10640987583553485
475.0,0.0,0.0,228.0,0.0,932.0,594.0,90,42.23,0.48,0.48,0.0,0.0,2.170697012802276,0.6373390557939914,475.0,0.0,0.0,703.0,4.51085950651685,2142.6582655955035,2142.6582655955035,0.10640987583553485
237.5,237.5,0.0,228.0,0.0,932.0,594.0,180,36.25,0.96,0.48,0.5,0.0,2.170697012802276,0.6373390557939914,475.0,0.5,0.0,703.0,5.198497031265826,1234.6430449256336,2469.286089851267,0.09233437993964204
342.0,38.0,0.0,228.0,0.0,932.0,670.0,90,50.46,0.6666666666666666,0.6,0.1,0.0,2.6348684210526314,0.7188841201716738,380.0,0.1,0.0,608.0,4.51085950651685,1542.7139512287627,1714.126612476403,0.13301234479441856
427.5,47.5,0.0,228.0,0.0,932.0,594.0,365,43.7,0.5333333333333333,0.48,0.1,0.0,2.170697012802276,0.6373390557939914,475.0,0.1,0.0,703.0,5.902633333401366,2523.375750029084,2803.7508333656488,0.08131963699723868
237.5,237.5,0.0,228.0,0.0,932.0,594.0,365,39.0,0.96,0.48,0.5,0.0,2.170697012802276,0.6373390557939914,475.0,0.5,0.0,703.0,5.902633333401366,1401.8754166828244,2803.7508333656488,0.08131963699723868
380.0,0.0,0.0,228.0,0.0,932.0,670.0,180,53.1,0.6,0.6,0.0,0.0,2.6348684210526314,0.7188841201716738,380.0,0.0,0.0,608.0,5.198497031265826,1975.428871881014,1975.428871881014,0.11541797492455255
427.5,47.5,0.0,228.0,0.0,932.0,594.0,90,41.54,0.5333333333333333,0.48,0.1,0.0,2.170697012802276,0.6373390557939914,475.0,0.1,0.0,703.0,4.51085950651685,1928.3924390359532,2142.6582655955035,0.10640987583553485
427.5,47.5,0.0,228.0,0.0,932.0,594.0,7,35.08,0.5333333333333333,0.48,0.1,0.0,2.170697012802276,0.6373390557939914,475.0,0.1,0.0,703.0,2.0794415416798357,888.9612590681298,987.7347322979219,0.23083120654223416
349.0,0.0,0.0,192.0,0.0,1047.0,806.9,3,15.05,0.5501432664756447,0.5501432664756447,0.0,0.0,3.4268022181146027,0.7706781279847182,349.0,0.0,0.0,541.0,1.3862943611198906,483.8167320308418,483.8167320308418,0.39684448116143406
380.0,95.0,0.0,228.0,0.0,932.0,594.0,180,40.76,0.6,0.48,0.2,0.0,2.170697012802276,0.6373390557939914,475.0,0.2,0.0,703.0,5.198497031265826,1975.428871881014,2469.286089851267,0.09233437993964204
237.5,237.5,0.0,228.0,0.0,932.0,594.0,7,26.26,0.96,0.48,0.5,0.0,2.170697012802276,0.6373390557939914,475.0,0.5,0.0,703.0,2.0794415416798357,493.86736614896097,987.7347322979219,0.23083120654223416
380.0,95.0,0.0,228.0,0.0,932.0,594.0,7,32.82,0.6,0.48,0.2,0.0,2.170697012802276,0.6373390557939914,475.0,0.2,0.0,703.0,2.0794415416798357,790.1877858383376,987.7347322979219,0.23083120654223416
332.5,142.5,0.0,228.0,0.0,932.0,594.0,180,39.78,0.6857142857142857,0.48,0.3,0.0,2.170697012802276,0.6373390557939914,475.0,0.3,0.0,703.0,5.198497031265826,1728.500262895887,2469.286089851267,0.09233437993964204
190.0,190.0,0.0,228.0,0.0,932.0,670.0,180,46.93,1.2,0.6,0.5,0.0,2.6348684210526314,0.7188841201716738,380.0,0.5,0.0,608.0,5.198497031265826,987.714435940507,1975.428871881014,0.11541797492455255
237.5,237.5,0.0,228.0,0.0,932.0,594.0,90,33.12,0.96,0.48,0.5,0.0,2.170697012802276,0.6373390557939914,475.0,0.5,0.0,703.0,4.51085950651685,1071.3291327977518,2142.6582655955035,0.10640987583553485
304.0,76.0,0.0,228.0,0.0,932.0,670.0,90,49.19,0.75,0.6,0.2,0.0,2.6348684210526314,0.7188841201716738,380.0,0.2,0.0,608.0,4.51085950651685,1371.3012899811224,1714.126612476403,0.13301234479441856
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,7,14.59,1.3753581661891119,0.5501432664756447,0.6,0.0,3.4268022181146027,0.7706781279847182,349.0,0.6,0.0,541.0,2.0794415416798357,290.29003921850506,725.7250980462627,0.2645629874409561
198.6,132.4,0.0,192.0,0.0,978.4,825.5,7,14.64,0.9667673716012085,0.5800604229607251,0.4,0.0,3.4491395793499047,0.8437244480784956,331.0,0.4,0.0,523.0,2.0794415416798357,412.97709017761537,688.2951502960257,0.27895009854046426
475.0,0.0,0.0,228.0,0.0,932.0,594.0,365,41.93,0.48,0.48,0.0,0.0,2.170697012802276,0.6373390557939914,475.0,0.0,0.0,703.0,5.902633333401366,2803.7508333656488,2803.7508333656488,0.08131963699723868
198.6,132.4,0.0,192.0,0.0,978.4,825.5,3,9.13,0.9667673716012085,0.5800604229607251,0.4,0.0,3.4491395793499047,0.8437244480784956,331.0,0.4,0.0,523.0,1.3862943611198906,275.31806011841024,458.8634335306838,0.4184251478106964
304.0,76.0,0.0,228.0,0.0,932.0,670.0,180,50.95,0.75,0.6,0.2,0.0,2.6348684210526314,0.7188841201716738,380.0,0.2,0.0,608.0,5.198497031265826,1580.343097504811,1975.428871881014,0.11541797492455255
332.5,142.5,0.0,228.0,0.0,932.0,594.0,28,33.02,0.6857142857142857,0.48,0.3,0.0,2.170697012802276,0.6373390557939914,475.0,0.3,0.0,703.0,3.367295829986474,1119.6258634705027,1599.4655192435753,0.14254761809921762
304.0,76.0,0.0,228.0,0.0,932.0,670.0,270,54.38,0.75,0.6,0.2,0.0,2.6348684210526314,0.7188841201716738,380.0,0.2,0.0,608.0,5.602118820879701,1703.044121547429,2128.805151934286,0.10710233381051028
266.0,114.0,0.0,228.0,0.0,932.0,670.0,270,51.73,0.8571428571428571,0.6,0.3,0.0,2.6348684210526314,0.7188841201716738,380.0,0.3,0.0,608.0,5.602118820879701,1490.1636063540004,2128.805151934286,0.10710233381051028
310.0,0.0,0.0,192.0,0.0,971.0,850.6,3,9.87,0.6193548387096774,0.6193548387096774,0.0,0.0,3.6286852589641434,0.8760041194644697,310.0,0.0,0.0,502.0,1.3862943611198906,429.75125194716605,429.75125194716605,0.44677007717851774
190.0,190.0,0.0,228.0,0.0,932.0,670.0,270,50.66,1.2,0.6,0.5,0.0,2.6348684210526314,0.7188841201716738,380.0,0.5,0.0,608.0,5.602118820879701,1064.402575967143,2128.805151934286,0.10710233381051028
266.0,114.0,0.0,228.0,0.0,932.0,670.0,180,48.7,0.8571428571428571,0.6,0.3,0.0,2.6348684210526314,0.7188841201716738,380.0,0.3,0.0,608.0,5.198497031265826,1382.8002103167098,1975.428871881014,0.11541797492455255
342.0,38.0,0.0,228.0,0.0,932.0,670.0,270,55.06,0.6666666666666666,0.6,0.1,0.0,2.6348684210526314,0.7188841201716738,380.0,0.1,0.0,608.0,5.602118820879701,1915.9246367408577,2128.805151934286,0.10710233381051028
139.6,209.4,0.0,192.0,0.0,1047.0,806.9,360,44.7,1.3753581661891119,0.5501432664756447,0.6,0.0,3.4268022181146027,0.7706781279847182,349.0,0.6,0.0,541.0,5.8888779583328805,822.08736298327,2055.218407458175,0.09342072808576053
332.5,142.5,0.0,228.0,0.0,932.0,594.0,7,30.28,0.6857142857142857,0.48,0.3,0.0,2.170697012802276,0.6373390557939914,475.0,0.3,0.0,703.0,2.0794415416798357,691.4143126085454,987.7347322979219,0.23083120654223416
190.0,190.0,0.0,228.0,0.0,932.0,670.0,28,40.86,1.2,0.6,0.5,0.0,2.6348684210526314,0.7188841201716738,380.0,0.5,0.0,608.0,3.367295829986474,639.7862076974301,1279.5724153948602,0.17818452262402204
485.0,0.0,0.0,146.0,0.0,1120.0,800.0,28,71.99,0.30103092783505153,0.30103092783505153,0.0,0.0,3.0427892234548337,0.7142857142857143,485.0,0.0,0.0,631.0,3.367295829986474,1633.1384775434399,1633.1384775434399,0.0893984202855918
374.0,189.2,0.0,170.1,10.1,926.1,756.7,3,34.4,0.4548128342245989,0.3020241477272727,0.33593749999999994,0.0,2.2948315832537842,0.8170823885109599,563.2,0.33593749999999994,0.017933238636363633,743.4000000000001,1.3862943611198906,518.4740910588391,780.7609841827224,0.217864370077426
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,3,28.8,0.5601659751037344,0.3049522154648132,0.4556038227628149,0.0,2.2086551264980026,0.5843920145190562,575.5,0.4556038227628149,0.014943527367506515,759.6,1.3862943611198906,434.3260233388617,797.812404824497,0.21997652447959434
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,33.4,0.3611764705882353,0.2889139845661585,0.2000752870318088,0.0,2.5397196261682247,1.0410749911982162,531.3,0.2000752870318088,0.031055900621118016,701.3,1.3862943611198906,589.1751034759535,736.5381940629978,0.2084073863885337
425.0,106.3,0.0,151.4,18.6,936.0,803.7,3,36.3,0.3562352941176471,0.284961415396198,0.2000752870318088,0.0,2.548264244909917,0.8586538461538462,531.3,0.2000752870318088,0.035008469791078495,701.3,1.3862943611198906,589.1751034759535,736.5381940629978,0.2055562104183974
375.0,93.8,0.0,126.6,23.4,852.1,992.6,3,29.0,0.3376,0.27005119453924914,0.2000853242320819,0.0,3.0982532751091707,1.1648867503814107,468.8,0.2000853242320819,0.04991467576791808,618.8,1.3862943611198906,519.860385419959,649.8947964930047,0.19480075957395773
475.0,118.8,0.0,181.1,8.9,852.1,781.5,3,37.8,0.3812631578947368,0.30498484338160997,0.20006736274840015,0.0,2.1081429861917664,0.9171458748973125,593.8,0.20006736274840015,0.014988211519029978,783.8,1.3862943611198906,658.489821531948,823.181591632991,0.22000006054647295
469.0,117.2,0.0,137.8,32.2,852.1,840.5,3,40.2,0.293816631130064,0.23507335380416242,0.19993176390310474,0.0,2.337845303867403,0.9863865743457341,586.2,0.19993176390310474,0.05493005800068236,756.2,1.3862943611198906,650.1720553652286,812.64575448848,0.16956958088920093
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,33.4,0.3611764705882353,0.2889139845661585,0.2000752870318088,0.0,2.5397196261682247,1.0410749911982162,531.3,0.2000752870318088,0.031055900621118016,701.3,1.3862943611198906,589.1751034759535,736.5381940629978,0.2084073863885337
388.6,97.1,0.0,157.9,12.1,852.1,925.7,3,28.1,0.40633041688111166,0.32509779699402924,0.19991764463660694,0.0,2.762274704785581,1.0863748386339631,485.70000000000005,0.19991764463660694,0.02491249742639489,655.7,1.3862943611198906,538.7139887311895,673.323171195931,0.23450848976360647
531.3,0.0,0.0,141.8,28.2,852.1,893.7,3,41.3,0.26689252776209305,0.26689252776209305,0.0,0.0,2.5936710741346016,1.0488205609670227,531.3,0.0,0.05307735742518351,701.3,1.3862943611198906,736.5381940629978,736.5381940629978,0.19252226312634582
425.0,106.3,0.0,153.5,16.5,852.1,887.1,3,33.4,0.3611764705882353,0.2889139845661585,0.2000752870318088,0.0,2.5397196261682247,1.0410749911982162,531.3,0.2000752870318088,0.031055900621118016,701.3,1.3862943611198906,589.1751034759535,736.5381940629978,0.2084073863885337
318.8,212.5,0.0,155.7,14.3,852.1,880.4,3,25.2,0.4883939774153073,0.2930547713156409,0.39996235648409567,0.0,2.521834061135371,1.0332120643117004,531.3,0.39996235648409567,0.026915113871635615,701.3,1.3862943611198906,441.95064232502114,736.5381940629978,0.21139433264296217
401.8,94.7,0.0,147.4,11.4,946.8,852.1,3,41.1,0.3668491786958686,0.29687814702920445,0.19073514602215508,0.0,2.793756794533313,0.8999788762146177,496.5,0.19073514602215508,0.022960725075528703,655.3,1.3862943611198906,557.013074297972,688.2951502960257,0.2141523152336689
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3,0.4547710976282405,0.2989485134155185,0.3426395939086294,0.0,2.3733426378227493,0.8000423414840689,551.6,0.3426395939086294,0.021029731689630165,728.1,1.3862943611198906,502.67033534207235,764.6799695937317,0.21564576889284814
323.7,282.8,0.0,183.8,10.3,942.7,659.9,3,28.3,0.5678097003398209,0.30305028854080795,0.4662819455894477,0.0,2.027837530051879,0.7000106078285774,606.5,0.4662819455894477,0.016982687551525145,800.5999999999999,1.3862943611198906,448.74348469450854,840.7875300192136,0.21860457420889656
379.5,151.2,0.0,153.9,15.9,1134.3,605.0,3,28.6,0.40553359683794465,0.2899943470887507,0.2849067269643866,0.0,2.5406076541045866,0.533368597372829,530.7,0.2849067269643866,0.029960429621254944,700.5,1.3862943611198906,526.0987100449985,735.706417446326,0.20918670321538674
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3,0.4547710976282405,0.2989485134155185,0.3426395939086294,0.0,2.3733426378227493,0.8000423414840689,551.6,0.3426395939086294,0.021029731689630165,728.1,1.3862943611198906,502.67033534207235,764.6799695937317,0.21564576889284814
286.3,200.9,0.0,144.7,11.2,1004.6,803.7,3,24.4,0.505413901501921,0.2970032840722495,0.41235632183908044,0.0,2.861686975787308,0.8000199084212622,487.20000000000005,0.41235632183908044,0.022988505747126433,643.1000000000001,1.3862943611198906,396.8960755886247,675.4026127376108,0.21424258252938522
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3,0.4547710976282405,0.2989485134155185,0.3426395939086294,0.0,2.3733426378227493,0.8000423414840689,551.6,0.3426395939086294,0.021029731689630165,728.1,1.3862943611198906,502.67033534207235,764.6799695937317,0.21564576889284814
439.0,177.0,0.0,186.0,11.1,884.9,707.9,3,39.3,0.42369020501138954,0.30194805194805197,0.28733766233766234,0.0,1.9860349127182044,0.7999773985761103,616.0,0.28733766233766234,0.01801948051948052,813.1,1.3862943611198906,608.5832245316319,853.9573264498526,0.21780947857576885
389.9,189.0,0.0,145.9,22.0,944.7,755.8,3,40.6,0.37419851243908697,0.25202971152185183,0.3264812575574365,0.0,2.346164459161148,0.8000423414840689,578.9,0.3264812575574365,0.03800310934531007,746.8,1.3862943611198906,540.5161714006452,802.5258056523046,0.18180100748462585
362.6,189.0,0.0,164.9,11.6,944.7,755.8,3,35.3,0.4547710976282405,0.2989485134155185,0.3426395939086294,0.0,2.3733426378227493,0.8000423414840689,551.6,0.3426395939086294,0.021029731689630165,728.1,1.3862943611198906,502.67033534207235,764.6799695937317,0.21564576889284814
337.9,189.0,0.0,174.9,9.5,944.7,755.8,3,24.1,0.5176087599881622,0.33194154488517746,0.35870184095653823,0.0,2.4230550014249075,0.8000423414840689,526.9,0.35870184095653823,0.01802998671474663,711.3,1.3862943611198906,468.42886462241097,730.4384988740703,0.2394452103354334
374.0,189.2,0.0,170.1,10.1,926.1,756.7,7,46.2,0.4548128342245989,0.3020241477272727,0.33593749999999994,0.0,2.2948315832537842,0.8170823885109599,563.2,0.33593749999999994,0.017933238636363633,743.4000000000001,2.0794415416798357,777.7111365882586,1171.1414762740835,0.14524291338495068
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,7,42.8,0.5601659751037344,0.3049522154648132,0.4556038227628149,0.0,2.2086551264980026,0.5843920145190562,575.5,0.4556038227628149,0.014943527367506515,759.6,2.0794415416798357,651.4890350082926,1196.7186072367456,0.14665101631972957
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.2,0.3611764705882353,0.2889139845661585,0.2000752870318088,0.0,2.5397196261682247,1.0410749911982162,531.3,0.2000752870318088,0.031055900621118016,701.3,2.0794415416798357,883.7626552139302,1104.8072910944966,0.1389382575923558
425.0,106.3,0.0,151.4,18.6,936.0,803.7,7,46.8,0.3562352941176471,0.284961415396198,0.2000752870318088,0.0,2.548264244909917,0.8586538461538462,531.3,0.2000752870318088,0.035008469791078495,701.3,2.0794415416798357,883.7626552139302,1104.8072910944966,0.13703747361226493
375.0,93.8,0.0,126.6,23.4,852.1,992.6,7,45.7,0.3376,0.27005119453924914,0.2000853242320819,0.0,3.0982532751091707,1.1648867503814107,468.8,0.2000853242320819,0.04991467576791808,618.8,2.0794415416798357,779.7905781299384,974.842194739507,0.12986717304930517
475.0,118.8,0.0,181.1,8.9,852.1,781.5,7,55.6,0.3812631578947368,0.30498484338160997,0.20006736274840015,0.0,2.1081429861917664,0.9171458748973125,593.8,0.20006736274840015,0.014988211519029978,783.8,2.0794415416798357,987.7347322979219,1234.7723874494864,0.14666670703098197
469.0,117.2,0.0,137.8,32.2,852.1,840.5,7,54.9,0.293816631130064,0.23507335380416242,0.19993176390310474,0.0,2.337845303867403,0.9863865743457341,586.2,0.19993176390310474,0.05493005800068236,756.2,2.0794415416798357,975.258083047843,1218.9686317327198,0.11304638725946729
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.2,0.3611764705882353,0.2889139845661585,0.2000752870318088,0.0,2.5397196261682247,1.0410749911982162,531.3,0.2000752870318088,0.031055900621118016,701.3,2.0794415416798357,883.7626552139302,1104.8072910944966,0.1389382575923558
388.6,97.1,0.0,157.9,12.1,852.1,925.7,7,34.9,0.40633041688111166,0.32509779699402924,0.19991764463660694,0.0,2.762274704785581,1.0863748386339631,485.70000000000005,0.19991764463660694,0.02491249742639489,655.7,2.0794415416798357,808.0709830967842,1009.9847567938963,0.15633899317573766
531.3,0.0,0.0,141.8,28.2,852.1,893.7,7,46.9,0.26689252776209305,0.26689252776209305,0.0,0.0,2.5936710741346016,1.0488205609670227,531.3,0.0,0.05307735742518351,701.3,2.0794415416798357,1104.8072910944966,1104.8072910944966,0.12834817541756388
425.0,106.3,0.0,153.5,16.5,852.1,887.1,7,49.2,0.3611764705882353,0.2889139845661585,0.2000752870318088,0.0,2.5397196261682247,1.0410749911982162,531.3,0.2000752870318088,0.031055900621118016,701.3,2.0794415416798357,883.7626552139302,1104.8072910944966,0.1389382575923558
318.8,212.5,0.0,155.7,14.3,852.1,880.4,7,33.4,0.4883939774153073,0.2930547713156409,0.39996235648409567,0.0,2.521834061135371,1.0332120643117004,531.3,0.39996235648409567,0.026915113871635615,701.3,2.0794415416798357,662.9259634875317,1104.8072910944966,0.14092955509530813
401.8,94.7,0.0,147.4,11.4,946.8,852.1,7,54.1,0.3668491786958686,0.29687814702920445,0.19073514602215508,0.0,2.793756794533313,0.8999788762146177,496.5,0.19073514602215508,0.022960725075528703,655.3,2.0794415416798357,835.519611446958,1032.4427254440384,0.14276821015577928
